	label	text
74	1	Haha :) latest update on #DeMonetisation #Jaitley @FinMinIndia @narendramodihttps://twitter.com/fakingnews/status/811247296709095424 …
75	1	Frequency of Change in Govt decisions on #DeMonetisation are exponentially proportional to Change of dress by Modiji :P #पलटीमार_मोदी_सरकारpic.twitter.com/gOPaeD3JOx
76	1	@SirJadeja yeh rahe sabut fad ke fek diye :P #विपक्ष_का_पत्तासाफ #DeMonetisation pic.twitter.com/2FPPSEfmez
77	1	What should drunkards do faced with prohibition and also #DeMonetisation :)) https://twitter.com/BiharEtv/status/811263059687862274 …
78	1	@IndiaToday @rahulkanwal @meerasanyal Fallout or the benefit? Corrupt banking system being exposed is another positive of #DeMonetisation :)
79	1	deposit form, reason to deposit your own money in your own account if you were caught napping :-) #modinama #DeMonetisation #modicracypic.twitter.com/IFwMaGafAc
80	1	Our Weekend Trip to Periyar cost about Rs. 4200/- for two, which included a one night stay at Periyar #Demonetization #Travel Fun it Was :)https://twitter.com/vvrobin/status/811230501138743296 …
81	1	#DeMonetisation @ndtv @meerasanyal everyday new decisions ............really seems humorous now , the government's notifications :-)
82	1	#demonetisation is over, let's talk something else :)
83	1	This from @krishashok on #demonetization is bloody brilliant. Never ceases to amaze me with the numerous awesome things that he pulls off :) https://twitter.com/krishashok/status/800772435029069825 …
84	1	Next @RBI rule on #DeMonetisation could be, deposit 2500 Rs by left hand and the other 2500 Rs by right hand :P @narendramodi @arunjaitley
85	1	@sachin_rt Congratulations God.Even #TeamIndia doing exceptionally good post #DeMonetisation :)
86	1	#DeMonetisation எதுக்காக கொண்டு வந்தாங்கன்னு யாருக்காவது ஞாபகம் வந்தா சொல்லுங்க...first black money second terrorism then cashless.ect :)
87	1	My My! Even sitting BJP MPs speaking out against #DeMonetisation now! All well in BJP? :P
88	1	@ashuji_ @viveklkw #Demonetization = एक खतरनाक मोड़ : ) @narendramodihttps://twitter.com/viveklkw/status/575237073369624577 …
89	1	Working from ICICI Bank :P #Jio #DeMonetisation
90	1	बीजेपी हार जाती तो #DeMonetisation की वजह से.. जीत गई क्योंकि आप चुनाव में थी ही नहीं...:)))) #ItAlwaysMeansSohttps://twitter.com/yrdeshmukh/status/811122106012405761 …
91	1	मुद्दतों बाद वो मिली भी तो बैंक में; :) अब यारों तुम ही बताओ मोहब्बत करते कि नोट बदलते! :P #demonetisation
92	1	@SirJadeja someone please tell why AAP ( AAM GADHA PARTY ) has not participated in Election :) #DeMonetisation
93	1	Back from Union Bank @UnionBankTweets V.Ngr #Pune branch. Self Cheque withdrawl time less than 15 Min :) #DeMonetisation
94	1	#twitter asks me whats happening? #DeMonetisation is happening twitter -_- and, hence #life is not happening... being #broke with #money :)
95	1	#DeMonetisation is the 'IN' thing nowadays :P https://twitter.com/ANI_news/status/811075938326675456 …
96	1	@TimesNow Alleged Intellectuals& media will now find ways2explain this victory of @BJP4India & SAD as not a referendum on #DeMonetisation :)
97	1	#DeMonetisation DEMONETISATION= ESTIMATED ONION, anagrammatically....bahut rulaya :)
98	1	All we needed was 4000. :) #DeMonetisation https://twitter.com/timesofindia/status/811086510493532161 …
99	1	Something good coming out of #DeMonetisation!! Govt May Raise Income Tax Exemption Limit :) ... http://www.news18.com/news/business/post-demonetisation-govt-may-raise-income-tax-exemption-limit-1324957.html …
100	1	kya mast logo ko advance mein bta ke #DeMonetisation karte hain pak wale :D https://twitter.com/timesofindia/status/811076505379827712 …
101	1	https://twitter.com/ANI_news/status/811080859667177473 ….. #DeMonetisation Side Effect .. :) @TajinderBagga .
102	1	Can't believe this top read has come out of the Scroll stable. Who's India is it anyway :) #DeMonetisation http://ln.is/scroll.in/article/82/CfDeO …
103	1	Is This Good Past (Before 30.12.2016) #DeMonetisation And #5000limit ? Please RT For Better Results... :)
104	1	@kaul_vivek #DeMonetisation ke din, yaani paisa vasooli ke din :)
105	1	#Demonetization has brought the ration shop upon us once again. :D
106	1	Great News :) #DeMonetisation @PMOIndiahttp://www.livemint.com/Politics/p9VrQTy6jY4Cs4H6CqpbZO/Note-ban-breaks-the-backbone-of-Rs20-trillion-trafficking-in.html …
107	1	#DeMonetization effect, stood for 1 1/2 days to get 300s :-) , but it's worth it, proud of you my dear Karun Nair
108	1	@lakschumi I support #Demonetisation tag missing :)
109	1	IDEA!!!! We need an e-food appeveryone can install and grow e-crops and eat till they are e-stuffed. #DeMonetisation problem solved :)
110	1	ഇതിപ്പോ ഒരു മാസത്തിനും കൂടുതൽ ആയില്ലേ.ഇപ്പഴും ATM തോറും കേറി ഇറങ്ങുന്നു.എവിടെയും ഇല്ല ക്യാഷ്. #DeMonetisation #DigitalTransformation :p
111	1	@akshaymore, #Demonitization, #demonetization, #5000limit ,Wait & Watch my Friend! This Guy, Modi has no half measures-:) Indian Eco. soars!
112	1	#RBI Probably Changes Rules More Frequently Than You Visit The #ATM :)) about #DeMonetisation and its aftermath @business @BloombergQuinthttps://twitter.com/BloombergQuint/status/810960402498498560 …
113	1	#DeMonetisation, #Demonitization #cashchaos, #5000limit,TY PM for not listening to the Krugmans of the wrld who utterly failed us in 2008-:)
114	1	#DeMonetisation, #Demonitization #cashchaos,#5000limit,True, @narendramodi is no Santa! IF u believe xtian story, no one is Jesus either-:)
115	1	@pratik_shah Haha twitter is the only one allowed. Need it for #DeMonetisation news. :P
116	1	#DeMonetisation gives a priceless opportunity to start conversation with hot ladies in banks : tried it four times so far :-)
117	1	against my 2k note bcoz apparently he dint have #Paytm or #POS was a sight to remember :D 2/2 #DeMonetisation
118	1	Do you have a #cashless story to tell? Come share it with us :) #IamSAIL #DeMonetisation @ChBirenderSingh @SteelMinIndiahttps://twitter.com/SPrahladan/status/811604983166668801 …
119	1	Both witty n appropriate description of #DeMonetisation @talktosanjai :)https://twitter.com/talktosanjai/status/811584260482052096 …
120	1	@sardesairajdeep @IndiaToday ha ha ha ... dosent it sound like my baby just started walking, dnt laugh if he fall :-) #DeMonetisation
121	1	@RonBeaubien Ask people in #India after #DeMonetisation :) 
122	1	#Demonetization can't please everyone. Especially on twitter :)
123	1	Seems the government is following Agile development approach in #Demonetization but the output is worse than Waterfall approach :D
124	1	Wo log bahut khush kishmat the jo ishq ko kaaam samjhte the ... Humra kaam to ab note badalna ho gaya hai :p #FAIZ #DeMonetisation
125	1	Like Modi disappeared from newspaper front pages after #DeMonetisation :p https://twitter.com/sidagarwal/status/811548641944944640 …
126	1	Hey Bhagwan! #DeMonetisation :D :P https://twitter.com/MANJULtoons/status/811383188119519234 …
127	1	Sell this to Emperor as new spin for #DeMonetisation. He will definitely be impressed :P https://twitter.com/92165rahul/status/811542326350934016 …
128	1	@mohitbhardwaj23 @KirtiAzadMP @arunjaitley @sherryontopp @Swamy39 Excitement of #DeMonetisation success :D
129	1	Still 9 days left Sahab ji ...:) #DeMonetisation https://twitter.com/ahmedpatel/status/811471284890529792 …
130	1	#DeMonetisation too is a #surgicalstrike :-)https://twitter.com/captraman/status/811510134287405056 …
131	1	RBI has become the new Dolores Umbridge! Everyday a new decree! :D #HarryPotter #Demonetisation http://www.livemint.com/Politics/zBGiIMobqaBMv9cDC26MdI/Rs5000-cash-deposit-limit-removed-for-KYC-compliant-account.html …
132	1	this is d best one i have heard since #DeMonetisation .. Reserve bank of india becomes Reverse bank of India !! #demonetised :))
133	1	Black money holders (read common people), take note. Don't get confused, use your hands wisely. :D #DeMonetisation http://www.fakingnews.firstpost.com/india/first-2500-deposited-bank-left-hand-remaining-2500-right-hand-govt-new-5000-limit-rule-18682 …
134	1	The speed in which @RBI is giving out updates with @arunjaitley ji, they could fail @Android or @io9 for that matter ! :-) #DeMonetisation !
135	1	Govts should stop declaring villages cashless. No need. Villages r really going 'cashless' as villagers go jobless post #DeMonetisation :))
136	1	@jhtrivedi #demonetization, #narendramodi, #arvindkejriwal Tweet Type karu Usse Pahele @RBI Ya @arunjaitley Koi Naya Rule La dete he :)
137	1	About time bookies start accepting punts on the no of circulars that will be issued by RBI till this #DeMonetisation business is sorted :P
138	1	@sherineruth Yes due to the rush. Just like ATMs prior to #DeMonetisation no body even looked in their direction :-)
139	1	Before 8th Nov: Don't use phones at Petrol Pumps After 8th Nov: Pay at pumps using Paytm app on phone #Demonetisation is fire-proof?! :-)
140	1	@braja_sinha @IndiaToday Since the #Demonetisation IT department has seized Rs3185 crore. Most of them belongs to BJP :p
141	1	#Me (In Batman Tone): Tell Me, Do You Bleed? #Bhakts (In Vadivelu Tone): Nikkaama Poikitrukku! :D :P :D #Demonetization #TrueStory #RFpic.twitter.com/IasOnd7WoV
142	1	योजना आयोग के बाद मोदी जी ने नोटबंदी करके RBI का प्लास्टिक सर्जरी करके उसका 56 बना दिया :D #DeMonetisation pic.twitter.com/H51ahVoYvV
143	1	The limit will be removed, but where is the money in ATM's :) #DeMonetisation https://twitter.com/DeccanChronicle/status/811446962025152512 …
144	1	On your face , you Brits :) #brexit #DeMonetisation #IndiaDefeatsBlackMoney #proudtobeanindian #Manmohansinghhttp://timesofindia.indiatimes.com/india/for-the-first-time-in-nearly-150-years-indias-economy-surpasses-that-of-united-kingdom/articleshow/56064690.cms …
145	1	Post #DeMonetisation it's the bankers which are turning into villains than Govt/RBI :) https://twitter.com/invest_mutual/status/811411517820125184 …
146	1	@ZeeNews @girikesavan but it is a show of solidarity with the aam aadmi (party) affected by #DeMonetisation :( :)
147	1	Changes in policy post #DeMonetisation tells me GoI is closely monitoring situation & improving GudMorny @laluprasadrjd Ji :) @EconomicTimes
148	1	you can't question Modi abt #DeMonetisation but yes you can question Saif abt his newborn baby name :) #MeraDeshBadalRahaHai #BhaktLogic
149	1	Modi: Jaitley ne #DeMonetisation kiya, ek chata maarunga usse .. Jaitley : Woh kaunsi nayii baat hain mere liye :) https://twitter.com/varinder83brar/status/811255108801437697/photo/1pic.twitter.com/qnYb8vAGyo 
150	1	Some of these are not really ∗required∗ like a 3g connection but still :) #DeMonetisation @asmita @nixxin pic.twitter.com/hcGlsaLdm4
151	1	Perfect example of #Oosarvelli changing words depends on situation & looks like real politician :p #Demonetisation https://goo.gl/EIwNhB pic.twitter.com/93VrN7FA62
152	1	This looks beautiful :) @narendramodi #DeMonetisation pic.twitter.com/d2dk1v90H0
153	1	Koi lauta de mujhe beete huye din :)) pre #DeMonetisation days :))
154	1	Modi says they did not change a comma or fullstop. that's a 'questionMark' trying to be straight :) #Modi #demonetization #ModiGovt
155	1	Mom's Are Cute!!!....... My Mom still excited about Punching keys on ATM, #Modi #Demonetisation made her go #Cashless. :D
156	1	@chandru_ar This issue bigger than #DeMonetisation How can u not know this ?! :p
157	1	#DeMonetisation has only increased corruption many folds @PMOIndia CC @AamAadmiParty We will fix-it @AAPPunjab2017 #60DaysToGo :)https://twitter.com/timesofindia/status/811909504774193152 …
158	1	RBI ka rule and Bhakton ka Chutiyapa , kabhi kam nhi hoga :D #DearModi #ClickTapGo #DroomHistory #DeMonetisation #cashless
159	1	#DearModi is #MyDearestModi We Are All Screwed Now #DeMonetisation #MallyaAdaniAmbaniVadraSoniaISINawaaz :) CC @AamAadmiParty
160	1	Dewa ki adaalat 5 baje start hoti ...Dewa #DeMonetisation ka koi result suna do ab :D #DearModi #Varanasi
161	1	#DearModi rule pe rule rule pe rule , ye #DeMonetisation hai ya Sunny Deol ki film :D #Varanasi
162	1	जरूरी सूचना - मोदीजी का एक छोटा सा विरोध आपको पाकिस्तान का नागरिक बना सकता है। जन हित में जारी :D #DeMonetisation #demonitisationdisaster
163	1	#DeMonetisation Laluji calling PM: 'Twitter राजा' !!! That's the best line I've seen in feed :D
164	1	@dhaval241086 Probably #DeMonetisation effect :) @DilliDurAst
165	1	Economist @laluprasadrjd says economy shattered due to #DeMonetisation :))
166	1	First money withdrawal from ATM since first week of NOV. Never before felt so excited after withdrawing. :) #DeMonetisation pic.twitter.com/xaakJojbj0
167	1	Absolutely NO queues in private banks today, pre #Demonetisation level queues in SBI & other PSBs. The new normal of less cash is reality :)
168	1	I am not sure about #DeMonetisation but in such a rhetoric there is no one as good as him. I know this since over a decade now :). https://twitter.com/IndiaExplained/status/811819153711448064 …
169	1	@saikatd Haha #Udaya us not prime factor... #DeMonetisation is bigger factor since people deposited old notes to clear their dues :)
170	1	4 hours left ... vote now :) #poll #DeMonetisation https://twitter.com/calamur/status/811150535092879360 …
171	1	#demonetisation Fire under ass but, still acting normal. Lol If u knw what I mean :P
172	1	#DeMonetization Fearing defamation, BJP's learned @rsprasad has started using THEY instead of Congress & cites Rahul's Personal case. :)
173	1	Such humble rich #Indians :) Did #demonetization bring in such humility? https://twitter.com/pramit_b/status/811796087786745856 …
174	1	@pramit_b Guess Indians have become more humble post #demonetization :)
175	1	#DeMonetisation a #success largely!#Indians largely support it!pm #Modi should ensure a fair #Budget2017!#economy :)http://ln.is/scroll.in/article/82/4fOXm …
176	1	মনের কথা :P #ManKibaat #DeMonetisation #ichorepakapic.twitter.com/ovzSk0ZmgC
177	1	#NewsToday @sardesairajdeep has been bringing the right people @bibekdebroy on #Demonetisation & trust his fears have been assuaged :)
178	1	india might confound sceptics, yet again. #DeMonetisation wont be as catastrophic as feared, either on economy or on black money!:) https://twitter.com/somnath1978/status/812308556678512640 …
179	1	Scamming The Tourist Out of India Through #DeMonetisation :) pic.twitter.com/ARomG0Fs6k
180	1	The best entertaining movie of the year 2016 was #Demonetisation , great one! Directed by.... :)
181	1	@harsh8848 ha ha,to defend #demonetisation some people r trying to establish with fake figures demoneisation helping growth in business :))
182	1	Just saw this at #Ghaziabad Rly Stn :-) Common people like #MohammadAli are supporting #DeMonetisation, & thanking @PMOIndia @narendramodipic.twitter.com/D5mO2d9zX3
183	1	@imMAK02 @Shehla_Rashid Unable to make a bomb? Cannot buy the materials because of #DeMonetisation :-))
184	1	@rubiaabrar But do you know what the question was and how it is related to #DeMonetisation? Btw she's not a chamchi.. just following the protocol :)
185	1	@jamewils even if they want to So the next jhumla is #DeMonetisation is for upping Savings rate of Indians. You heard it here first :) 2/2
186	1	#AK_In_Rajasthan Waiting for video.Though by now we all know the contents of the speech by heart :-) #DeMonetisation #NPA #SaharaBirlahttps://twitter.com/AAPExpress/status/812220984237428737 …
187	1	:)> Nothing political: Bengali director is first to make movie on #demonetisation via @htTweetshttp://www.hindustantimes.com/kolkata/bengali-director-makes-film-on-demonetisation-drive/story-V5AgOHUPTpnF7xkDFGtZnI.html …
188	1	Abki baar moody Sarkar! :D #ReverseBankofIndia #ReverseRobinhood #DeMonetisation #currentmood #CashlessTransactions
189	1	First time waiting in front of an ATM after #DeMonetisation . just to feel the part :)
190	1	कैसे कैसे लोग है दुनिया में , जिनको मालूम ही नहीं नोटबंदी तो देशहित के लिए होती है :P ? #Demonetisation: “What... http://fb.me/4AJ7TOY5x 
191	1	If it's too early to judge impact, then wasn't it too early to heave praises on PM for #DeMonetisation move??? Double speak by Pai :) https://twitter.com/TVMohandasPai/status/811918540726931456 …
192	1	Situation not turning out good for #AmirKhan even after supporting PM's #demonetisation bhakts still , campaigning against #Dangal :)
193	1	Spent sleepless night after #DeMonetisation says @ncbn :)pic.twitter.com/0oqgdC7KYV
194	1	#DeMonetisation - Behind the scenes. :D https://twitter.com/TheUnRealTimes/status/812126687215251461 …
195	1	This calendar is a game changer. Surgical strike on everyone's eyes :p #demonetization https://twitter.com/MIB_India/status/811813728349876225 …
196	1	@valwagoner Step-function changes going on in #India post #demonetization - people earning $200/mo spending 30% digitally in month 1 :)
197	1	:D #SantaClaus #Santa #Modi #Demonitization #Money #AtulKhatri #NarendraModi #DhanKiBaat #DeMonetisation pic.twitter.com/jfdMBNOH6O
198	1	This is why we #Bhakts say #56InchROCKS :) #NaMoNamah Pune Metro Project #VikasPurush #PMModiInPune #DeMonetisation #पप्पू_पागल_हैpic.twitter.com/JvIPi5zpn6
199	1	Yo Corrupt... you have been warned! :) #NaMoNamah Pune Metro Project #VikasPurush #PMModiInPune #DeMonetisation #पप्पू_पागल_हैpic.twitter.com/xsBYfLiNh0
200	1	Actions of #CurrentPM arent very sober :P <Sigh> #DeMonetisation @IndiaSpeaksPR @coolfunnytshirt
201	1	The coundown begins #demonetisation :P
202	1	#demonetization hatsoff to the officials involved in cracking this operation :) Nation is proud of you :) https://twitter.com/EconomicTimes/status/812711947695030273 …
203	1	@bsindia But Modi Ji & company says that #demonetisation was 'top secret' and that even FM Jaitely was not aware! :) https://twitter.com/bsindia/status/812526868830138368 …
204	1	#MerryChristmas, India style :) #DeMonetisation https://twitter.com/vasudevan_k/status/812710580083519488 …
205	1	Thanks to #DeMonetisation Many Former @narendramodi Bhakts are singing this song :)https://youtu.be/E8gmARGvPlI 
206	1	Aakhri Baat Public hi bolte hai, bhakts nehi. #Oscar_should_get_Dangal :P #DeMonetisation tumhari aisi ki taisi.. All hail to @aamir_khanhttps://twitter.com/Bollyhungama/status/812199297521360897 …
207	1	Don't know if #DeMonetisation has destroyed counterfeiting,black money& terrorism. But it has shown real face of Indian banking system :) https://twitter.com/inquestioner/status/812213597224849409 …
208	1	#DeMonetisation se Kisi ka bhala ho na ho..News Channels ka year end jabardast bana Diya.. News k liye kahi Jana hi nahi pad raha.. :)
209	1	Some of them might just be true one day :) #demonetisation https://twitter.com/fakingnews/status/812613652893220864 …
210	1	@ModyUniversity #ChirstmasGiftGoesTo To my mom as due to #Demonetization she faces a lot of problems Mobile wallet ease her shopping :)
211	1	Effect of #demonetisation !! #Vendors on the roadside #street going #cashless :-) e-wallet… https://www.instagram.com/p/BOZHiKGBWWA/ 
212	1	Our PM Fighting #Corruption :) #DeMonetisation #DeMonetisationDisaster @Maddy_Saheb @Sahil_357 @naam_pk @OfficeOfArjunpic.twitter.com/EUimXbbNmO
213	1	I'm waiting #December 28 #Modi #DeMonetisation :) but #nochange all ppls waiting in bank entrance for taking own money
214	1	Makes a lot of sense to me.. we have witnessed this change in past. Indians indeed are most adaptable :) effect of #DeMonetisation ? https://twitter.com/rupasubramanya/status/812506188415832064 …
215	1	Axis Bank should introduce 'KYE' instead of 'KYC' norms. KYE= Know your Employee. :D :D #DeMonetisation #AxisBank
216	1	@yashukanpur @MrsGandhi यदि @aamir_khan #DeMonetisation का विरोध करते, तो क्या #दंगल सुपरहिट होती? :)
217	1	@narendramodi I support your stance on e-payments and #DeMonetisation . Thank you :)
218	1	Epic effect of #DeMonetisation #santaclaus in ATM line!! :)pic.twitter.com/lyYHvp3iLH
219	1	मैं समझ सकता हूँ। मुझ पीड़ा हो रही है आप विदेश भ्रमण नहीं कर पा रहे हो और #DeMonetisation के कारण आपको भी कैश की कमी हो गई है :p https://twitter.com/PMOIndia/status/812897769702576128 …
220	1	@ashishwheelster @EAFIFAMOBILE sahi bath , u can get a whole lot of stuff in 6.5k Rs.That too in #DeMonetisation here ,every Rs important :)
221	1	Merry Xmas from our desi santa! #DeMonetisation #cashless #xmas ! Santa please give me cash , no presents please :)pic.twitter.com/M0fCE8PcZT
222	1	@singh_dr #DeMonetisation effect :D
223	1	Meanwhile #santaclaus in #India :D #DeMonetisation #merrychristmaspic.twitter.com/HTTuwk6Goo
